,WorkCenter,ProductAGR,ProductName,NPC,Parts,Path,Width,Length,LiftPushSpeed,LiftRegularSpeed,RT1EntranceSpeed,RT1ExitSpeed,RT2EntranceSpeed,RT2ExitSpeed,EM1PushSpeed,EM1PushCycle,EM2PushSpeed,EM2PushCycle,Position,Product,BR
160,12010,BR3-ISX103,Ðonas,11.0,1,1,1902.0,180.0,28,12,28,16,16,35,28,12,16,12,3,BR3-ISW103,BR3
161,12010,BR3-IKX203,Virðus,12.0,1,1,1718.0,440.0,27,12,27,18,18,27,27,12,18,12,3,BR3-IKB203,BR3
162,12010,BR3-IRX120-K,Kairinis ðonas,12.0,1,2,566.0,423.0,18,13,18,20,20,13,18,13,20,13,3,BR3-IRB120-K,BR3
163,12010,BR3-ITX101-K,Kairinis ðonas,14.0,2,2,796.0,248.0,18,14,18,18,18,18,18,14,18,18,2,BR3-ITB101-K,BR3
164,12010,BR3-ITX302,Dugnas,13.0,2,2,1037.0,295.0,21,14,21,21,21,21,21,14,21,14,3,BR3-ITB302,BR3
165,12010,BR3-ITX301,Dugnas,14.0,2,2,686.0,295.0,24,18,22,27,25,32,22,18,27,18,3,BR3-ITB301,BR3
166,12010,BR3-ITX104,Pertvara,13.0,2,2,1092.0,295.0,18,10,18,18,18,18,18,10,18,18,2,BR3-ITB104,BR3
167,12010,BR3-ITX102,Pertvara,14.0,2,2,741.0,295.0,18,14,18,18,18,18,18,14,18,18,2,BR3-ITB102,BR3
168,12010,BR3-ITX202,Virðus,13.0,2,1,1157.0,345.0,22,13,22,22,22,22,22,13,22,13,3,BR3-ITB202,BR3
169,12010,BR3-ITX103-K,Kairinis ðonas,9.0,1,1,1147.0,248.0,18,10,18,18,18,18,18,10,18,18,2,BR3-ITB103-K,BR3
170,12010,BR2-IKX902,Stalèiaus priekis,19.5,1,1,794.0,206.0,27,21,27,21,21,30,27,21,21,21,2,BR2-IKB902,BR2
171,12010,BR3-IKX204,Virðus,12.0,1,1,900.0,460.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB204,BR3
172,12010,BR3-IKX202,Virðus,12.0,1,1,900.0,440.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB202,BR3
173,12010,BR2-IKX105,Pertvara,17.0,1,1,427.0,670.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB105,BR2
174,12010,BR2-IKX903,Maþas stalèiaus priekis,19.5,2,1,794.0,210.0,27,21,27,21,21,27,27,21,21,18,2,BR2-IKB903,BR2
175,12010,BR2-IRX122,Universalus ðonas,14.0,1,1,566.0,258.0,22,20,22,21,21,21,22,21,21,21,2,BR2-IRB122,BR2
176,12010,BR3-IRX313,Dugnas,14.0,1,1,240.0,305.0,15,15,18,18,18,18,18,15,18,15,3,BR3-IRB313,BR3
177,12010,BR3-IRX215,Virðus,10.0,1,1,1200.0,730.0,15,10,18,18,18,18,18,10,18,10,4,BR3-IRB215,BR3
178,12010,BR3-IRX706,Prilaikymo juosta,18.0,2,2,544.0,159.0,21,18,21,21,20,20,20,20,21,20,2,BR3-IRB706,BR3
179,12010,BR3-IRX901,Durys,18.0,1,1,460.0,320.0,11,14,11,18,12,18,19,12,18,12,2,BR3-IRB901,BR3
180,12010,BR3-ITX201,Virðus,12.0,2,1,806.0,345.0,18,12,18,18,18,18,18,12,18,12,3,BR3-ITB201,BR3
181,12010,BR3-IKX103-D-A,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR3-IKB103-D-A,BR3
182,12010,BR3-ITX106-K,Kairinis ðonas,16.0,1,1,520.0,378.0,24,16,24,24,24,24,24,16,24,24,3,BR3-ITB106-K,BR3
183,12010,BR3-ITX105-K,Kairinis ðonas,14.0,1,1,970.0,247.0,21,14,21,21,21,3,21,14,21,14,3,BR3-ITB105-K,BR3
184,12010,BR3-ITX105-D,Deðininis ðonas,14.0,1,1,970.0,247.0,21,14,21,21,21,3,21,14,21,14,3,BR3-ITB105-D,BR3
185,12010,BR3-ITX303,Dugnas,11.0,1,2,408.5,1710.0,25,11,25,25,25,25,25,11,25,11,3,BR3-ITB303,BR3
186,12010,BR3-ITX204,Virðus,9.0,1,1,1830.0,475.0,26,11,26,26,26,26,26,0,26,11,3,BR3-ITB204,BR3
187,12010,BR3-ITX203,Virðus,11.0,2,1,1830.0,328.0,26,11,26,26,26,26,26,11,26,11,3,BR3-ITB203,BR3
188,12010,BR2-IKX903-1,Maþas stalèiaus priekis dvigubos,18.0,1,1,794.0,206.0,27,21,27,21,21,27,27,21,21,18,2,BR2-IKB903-1,BR2
189,12010,BR3-ITX101-D,Deðininis ðonas,14.0,2,2,796.0,248.0,18,14,18,18,18,18,18,14,18,18,2,BR3-ITB101-D,BR3
190,12010,BR3-IKX103-K-A,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR3-IKB103-K-A,BR3
191,12010,BR3-IRX120-D,Deðininis ðonas,12.0,1,2,566.0,423.0,18,13,18,20,13,15,18,13,20,13,4,BR3-IRB120-D,BR3
192,12010,BR3-IRX121-A,Pertvara,12.0,1,2,566.0,423.0,15,13,18,20,13,13,18,13,20,13,3,BR3-IRB121-A,BR3
193,12010,BR3-IRX120-D-A,Deðininis ðonas,12.0,1,2,566.0,423.0,18,13,18,20,20,13,18,13,20,13,3,BR3-IRB120-D-A,BR3
194,12010,BR3-IRX120-K-A,Kairinis ðonas,12.0,1,2,566.0,423.0,18,13,18,20,13,15,18,13,20,13,4,BR3-IRB120-K-A,BR3
195,12010,BR3-IRX214-A,Virðus,12.0,1,2,900.0,520.0,22,15,21,21,21,21,21,15,21,21,3,BR3-IRB214-A,BR3
196,12010,BR2-IKX106-D,Ðonas,17.0,1,2,688.0,394.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB106-D,BR2
197,12010,BR2-IKX106-K,Ðonas,17.0,1,2,688.0,394.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB106-K,BR2
198,12010,BR2-IKX106-D-A,Ðonas,17.0,1,2,688.0,394.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB106-D-A,BR2
199,12010,BR2-IKX106-K-A,Ðonas,17.0,1,2,688.0,394.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB106-K-A,BR2
200,12010,BR2-IKX701-A,Nugarëlë,12.0,1,2,800.0,334.0,23,12,23,18,18,23,23,12,18,12,3,BR2-IKB701-A,BR2
201,12010,BR3-IRX402,Lentyna,16.0,1,2,801.0,519.0,23,18,23,23,18,27,23,18,23,18,3,BR3-IRB402,BR3
202,12010,BR3-IRX121,Pertvara,12.0,1,2,566.0,423.0,18,13,18,20,13,13,18,13,20,13,3,BR3-IRB121,BR3
203,12010,BR3-IRX118-D,Deðininis ðonas,17.0,1,2,724.0,264.0,18,16,18,18,18,18,22,18,18,18,2,BR3-IRB118-D,BR3
204,12010,BR3-IRX118-K,Kairinis ðonas,17.0,1,2,724.0,264.0,18,16,18,18,18,18,22,18,18,18,3,BR3-IRB118-K,BR3
205,12010,BR3-IRX116-D,Deðininis ðonas,17.0,1,1,500.0,264.0,18,18,18,18,18,18,18,18,18,18,3,BR3-IRB116-D,BR3
206,12010,BR3-IRX116-K,Kairinis ðonas,17.0,1,1,500.0,264.0,18,16,18,18,22,18,18,18,22,12,3,BR3-IRB116-K,BR3
207,12010,BR3-IRX311,Dugnas,16.0,1,1,1080.0,312.0,26,20,26,17,18,18,27,17,21,18,2,BR3-IRB311,BR3
208,12010,BR3-IRX213,Virðus,12.0,1,2,800.0,475.0,18,12,18,20,13,13,18,13,20,13,3,BR3-IRB213,BR3
209,12010,BR3-IRX119,Pertvara,19.0,1,2,669.0,308.0,24,20,24,20,18,18,24,20,18,18,2,BR3-IRB119,BR3
210,12010,BR2-IRX903,Durys,11.0,1,2,1697.0,396.0,26,11,26,26,12,18,26,12,26,12,3,BR2-IRB903,BR2
211,12010,BR3-IRX902,Siauros dëþës fasadas,18.0,1,2,600.0,200.0,20,20,18,20,18,18,18,18,18,18,2,BR3-IRB902,BR3
212,12010,BR3-IRX403,Lentyna,18.0,1,2,382.0,519.0,18,18,19,18,19,19,18,19,18,19,2,BR3-IRB403,BR3
213,12010,BR3-IRX305,Dugnas,12.0,1,2,1200.0,505.0,26,20,26,23,18,22,26,15,23,18,3,BR3-IRB305,BR3
214,12010,BR3-IRX205,Virðus,11.0,1,1,1310.0,571.0,26,20,26,18,18,18,22,12,18,12,3,BR3-IRB205,BR3
215,12010,BR3-IRX907,Stalèiaus priekis,16.0,1,2,674.0,200.0,21,16,21,16,18,18,22,16,18,18,2,BR3-IRB907,BR3
216,12010,BR3-IKX202-A,Virðus,12.0,1,1,900.0,440.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB202-A,BR3
217,12010,BR2-IKX103-D-A,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR2-IKB103-D-A,BR2
218,12010,BR2-IKX103-K,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR2-IKB103-K,BR2
219,12010,BR3-ITX103-D,Deðininis ðonas,9.0,1,1,1147.0,248.0,18,10,18,18,18,18,18,10,18,18,2,BR3-ITB103-D,BR3
220,12010,BR3-IRX206,Virðus,12.0,1,1,506.0,475.0,11,14,11,18,18,20,20,12,18,20,3,BR3-IRB206,BR3
221,12010,BR3-IRX114-D,Deðininis ðonas,8.0,1,1,806.0,780.0,18,8,18,18,9,9,18,9,18,9,5,BR3-IRB114-D,BR3
222,12010,BR3-IRX214,Virðus,12.0,1,2,900.0,520.0,22,15,21,21,21,21,21,15,21,21,3,BR3-IRB214,BR3
223,12010,BR3-IRX408,Lentyna,20.0,2,2,679.0,285.0,25,20,25,21,21,21,25,21,21,21,2,BR3-IRB408,BR3
224,12010,BR3-IRX115-D,Deðininis ðonas,13.0,1,1,952.0,231.0,22,15,22,22,22,22,22,15,22,22,3,BR3-IRB115-D,BR3
225,12010,BR3-IRX115-K,Kairinis ðonas,13.0,1,1,952.0,231.0,22,15,22,22,22,22,22,15,22,22,3,BR3-IRB115-K,BR3
226,12010,BR3-IRX212,Virðus,12.0,1,1,800.0,475.0,18,12,18,20,13,13,18,13,20,13,3,BR3-IRB212,BR3
227,12010,BR3-IRX211,Virðus,16.0,1,2,800.0,326.0,20,18,20,18,18,18,20,18,18,18,2,BR3-IRB211,BR3
228,12010,BR3-IRX912,Durys,17.0,1,2,684.0,336.0,21,16,21,18,18,18,21,18,18,18,2,BR3-IRB912,BR3
229,12010,BR3-IRX117,Pertvara,18.0,1,2,445.0,308.0,27,16,27,18,18,18,27,16,18,18,3,BR3-IRB117,BR3
230,12010,BR3-IRX114-K,Kairinis ðonas,8.0,1,1,806.0,780.0,18,8,18,18,9,9,18,9,18,9,5,BR3-IRB114-K,BR3
231,12010,BR3-ITX405,Lentyna,20.0,2,2,335.0,408.5,20,10,20,20,20,20,20,10,20,20,3,BR3-ITB405,BR3
232,12010,BR3-IRX310,Dugnas,17.0,1,1,680.0,412.0,18,14,18,21,18,18,18,14,21,14,4,BR3-IRB310,BR3
233,12010,BR3-IRX210,Virðus,12.0,1,2,800.0,475.0,17,13,17,20,13,13,17,13,20,13,3,BR3-IRB210,BR3
234,12010,BR3-IRX406,Lentyna,20.0,2,1,549.0,285.0,22,20,22,21,21,21,22,21,21,21,2,BR3-IRB406,BR3
235,12010,BR3-IRX405,Lentyna,20.0,2,1,550.0,285.0,21,13,21,21,14,14,21,14,21,14,3,BR3-IRB405,BR3
236,12010,BR3-IRX113-K,Kairinis ðonas,8.0,1,1,1775.5,231.0,20,9,20,18,18,18,20,9,18,9,4,BR3-IRB113-K,BR3
237,12010,BR3-IRX113-D,Deðininis ðonas,8.0,1,1,1775.5,231.0,20,9,20,18,18,18,20,9,18,9,4,BR3-IRB113-D,BR3
238,12010,BR3-IRX309,Dugnas,13.0,2,1,550.0,276.0,18,13,18,21,18,18,18,14,21,14,4,BR3-IRB309,BR3
239,12010,BR3-IRX209,Virðus,12.0,1,2,670.0,328.0,18,18,18,18,18,18,18,18,18,18,3,BR3-IRB209,BR3
240,12010,BR3-IRX407,Lentyna,17.0,2,2,679.0,408.0,25,21,25,32,21,21,25,21,32,21,3,BR3-IRB407,BR3
241,12010,BR3-ISX301,Dugnas,18.0,1,2,364.0,329.0,18,18,19,18,19,19,18,19,18,19,2,BR3-ISB301,BR3
242,12010,BR3-ITX106-D,Deðininis ðonas,16.0,1,1,520.0,378.0,24,16,24,24,24,24,24,16,24,24,3,BR3-ITB106-D,BR3
243,12010,BR3-ISX108-K,Kairinis ðonas,12.0,1,1,477.0,783.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB108-K,BR3
244,12010,BR3-ISX205,Virðus,10.0,1,1,603.0,1196.0,19,14,19,16,20,26,19,11,16,11,3,BR3-ISB205,BR3
245,12010,BR3-ISX403,Lentyna,18.0,1,2,529.0,364.0,18,22,18,18,0,0,18,12,0,0,3,BR3-ISB403,BR3
246,12010,BR3-ISX107,Pertvara,11.0,1,1,580.0,1879.0,18,22,18,18,0,0,18,12,0,0,3,BR3-ISB107,BR3
247,12010,BR3-ISX106-K,Ðonas,11.0,1,1,580.0,1879.0,29,22,29,18,0,0,29,12,18,12,3,BR3-ISB106-K,BR3
248,12010,BR3-ISX402,Lentyna,18.0,1,2,529.0,764.0,18,22,18,18,0,0,18,12,0,0,3,BR3-ISB402,BR3
249,12010,BR3-ISX208,Virðus,10.0,1,1,500.0,816.0,22,11,22,20,0,0,22,13,16,11,3,BR3-ISB208,BR3
250,12010,BR3-ISX207,Virðus,10.0,1,1,603.0,1196.0,22,11,22,20,0,0,22,13,16,11,3,BR3-ISB207,BR3
251,12010,BR3-ISX109-K,Kairinis ðonas,12.0,1,1,477.0,1008.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB109-K,BR3
252,12010,BR3-ISX401,Lentyna,18.0,1,2,364.0,349.0,18,18,19,18,19,19,18,19,18,19,2,BR3-ISB401,BR3
253,12010,BR3-ISX101-D,Deðininis ðonas,14.0,2,2,529.0,375.0,18,14,18,18,18,18,18,14,18,18,2,BR3-ISB101-D,BR3
254,12010,BR3-ISX101-K,Kairinis ðonas,14.0,2,2,529.0,375.0,18,14,18,18,18,18,18,14,18,18,2,BR3-ISB101-K,BR3
255,12010,BR3-ISX201,Virðus,16.0,1,2,416.0,403.0,17,17,17,17,17,17,17,17,17,17,2,BR3-ISB201,BR3
256,12010,BR3-ISX703,Nugarëlë didelë,19.0,1,1,160.0,1288.0,19,15,28,19,0,0,28,19,0,0,2,BR3-ISB703,BR3
257,12010,BR3-ISX702,Nugarëlë maþa,19.0,1,1,160.0,598.0,19,15,28,19,0,0,28,19,0,0,2,BR3-ISB702,BR3
258,12010,BR3-ISX701,Nugarëlë didelë,19.0,1,2,160.0,1388.0,19,15,28,19,19,19,28,19,19,19,2,BR3-ISB701,BR3
259,12010,BR3-ISX902,Fasadas didelis,16.0,1,1,200.0,1390.0,32,20,32,17,17,35,32,17,17,17,2,BR3-ISB902,BR3
260,12010,BR3-ISX106-D,Ðonas,11.0,1,1,580.0,1879.0,29,22,29,18,0,0,29,12,18,12,3,BR3-ISB106-D,BR3
261,12010,BR2-IKX103-D,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR2-IKB103-D,BR2
262,12010,BR3-ISX306,Dugnas,11.0,1,2,531.0,1144.0,20,12,20,18,0,0,18,12,0,0,3,BR3-ISB306,BR3
263,12010,BR3-IRX903,Durys,11.0,1,2,1697.0,396.0,26,11,26,26,12,18,26,12,26,12,3,BR3-IRB903,BR3
264,12010,BR3-IRX412-A,Lentyna,20.0,1,1,240.0,305.0,18,16,20,20,0,0,20,14,0,0,2,BR3-IRB412-A,BR3
265,12010,BR3-IRX215-A,Virðus,10.0,1,1,1200.0,730.0,15,10,18,18,18,18,18,10,18,10,4,BR3-IRB215-A,BR3
266,12010,BR3-IKX105,Pertvara,17.0,1,1,427.0,670.0,21,18,21,27,21,30,27,21,21,21,2,BR3-IKB105,BR3
267,12010,BR2-IKX901,Stalèiaus priekis,19.5,1,1,794.0,206.0,27,21,27,21,21,30,27,21,21,21,2,BR2-IKB901,BR2
268,12010,BR2-IKX101-K,Ðonas,17.0,1,2,688.0,374.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB101-K,BR2
269,12010,BR3-ISX108-D,Deðininis ðonas,12.0,1,1,477.0,783.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB108-D,BR3
270,12010,BR2-IKX103-K-A,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR2-IKB103-K-A,BR2
271,12010,BR3-ITX703,Nugarëlë,15.0,1,2,970.0,475.0,22,15,22,22,22,22,22,15,22,22,3,BR3-ITB703,BR3
272,12010,BR3-ISX704,Nugarëlë,16.0,2,1,223.0,764.0,19,20,19,17,17,20,19,17,17,17,2,BR3-ISB704,BR3
273,12010,BR3-ISX112,Pertvara,16.0,1,1,256.0,425.5,19,20,19,17,17,20,19,17,17,17,2,BR3-ISB112,BR3
274,12010,BR3-ISX110,Pertvara,12.0,1,1,456.0,783.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB110,BR3
275,12010,BR3-ISX111-K,Kairinis ðonas,12.0,1,1,477.0,1233.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB111-K,BR3
276,12010,BR3-ISX111-D,Deðininis ðonas,12.0,1,1,477.0,1233.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB111-D,BR3
277,12010,BR3-ISX113-K,Kairinis ðonas,12.0,1,1,477.0,783.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB113-K,BR3
278,12010,BR3-ISX113-D,Deðininis ðonas,12.0,1,1,477.0,783.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB113-D,BR3
279,12010,BR3-ISX109-D,Deðininis ðonas,12.0,1,1,477.0,1008.0,18,13,18,20,20,13,18,13,20,13,3,BR3-ISB109-D,BR3
280,12010,BR2-IKX101-D,Ðonas,17.0,1,2,688.0,374.0,21,18,21,27,21,30,27,21,21,21,2,BR2-IKB101-D,BR2
281,12010,BR3-ITX402,Lentyna,20.0,2,2,335.0,278.0,20,10,20,20,20,20,20,10,20,20,3,BR3-ITB402,BR3
282,12010,BR3-IKX103-K,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR3-IKB103-K,BR3
283,12010,BR3-IKX103-D,Ðonas,17.0,1,1,374.0,1002.0,21,18,27,27,27,27,27,12,27,21,3,BR3-IKB103-D,BR3
284,12010,BR2-IKX301-A,Dugnas,12.0,1,1,800.0,369.0,23,12,23,18,18,23,23,12,18,12,3,BR2-IKB301-A,BR2
285,12010,BR3-ITX403,Lentyna,20.0,2,2,275.0,335.0,20,10,20,20,20,20,20,10,20,20,3,BR3-ITB403,BR3
286,12010,BR3-IRX313-A,Dugnas,14.0,1,1,240.0,305.0,15,15,18,18,18,18,18,15,18,15,3,BR3-IRB313-A,BR3
287,12010,BR3-IRX122-A,Universalus ðonas,14.0,1,1,566.0,258.0,22,20,22,21,21,21,22,21,21,21,2,BR3-IRB122-A,BR3
288,12010,BR3-IKX702-A,Nugarëlë,18.0,1,2,800.0,334.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB702-A,BR3
289,12010,BR3-ISX903,Fasadas didelis,16.0,1,1,200.0,600.0,19,20,19,17,17,20,19,17,17,17,2,BR3-ISB903,BR3
290,12010,BR3-IRX706-A,Prilaikymo juosta,18.0,2,2,544.0,159.0,21,18,21,21,20,20,20,20,21,20,2,BR3-IRB706-A,BR3
291,12010,BR3-ISX305,Kojûgalis,12.0,1,2,378.0,1438.0,24,12,24,12,12,12,24,12,12,12,2,BR3-ISB305,BR3
292,12010,BR2-IKX903-A,Maþas stalèiaus priekis,19.5,2,1,794.0,210.0,27,21,27,21,21,27,27,21,21,18,2,BR2-IKB903-A,BR2
293,12010,BR2-IKX902-A,Stalèiaus priekis,19.5,1,1,794.0,206.0,27,21,27,21,21,30,27,21,21,21,2,BR2-IKB902-A,BR2
294,12010,BR2-IKX902-1,Maþas stalèiaus priekis dvigubos,18.0,1,1,794.0,206.0,27,21,27,21,21,27,27,21,21,18,2,BR2-IKB902-1,BR2
295,12010,BR3-IKX702-A,Nugarëlë,14.0,1,2,800.0,334.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB702-A,BR3
296,12010,BR2-IKX702-A,Nugarëlë,14.0,1,2,800.0,334.0,23,12,23,18,18,23,23,12,18,12,3,BR2-IKB702-A,BR2
297,12010,BR3-IKX702,Nugarëlë,18.0,1,2,800.0,334.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB702,BR3
298,12010,BR3-ITX404,Lentyna,20.0,2,2,442.0,408.5,20,10,20,20,20,20,20,10,20,20,3,BR3-ITB404,BR3
299,12010,BR3-ITX107,Pertvara,14.0,2,2,970.0,278.0,20,14,20,20,0,0,20,14,0,0,3,BR3-ITB107,BR3
300,12010,BR3-IKX204-A,Virðus,12.0,1,1,900.0,460.0,23,12,23,18,18,23,23,12,18,12,3,BR3-IKB204-A,BR3
301,12010,BR3-ISX607,Apatinë jungiamoji juosta,9.0,1,1,1554.0,180.0,18,9,18,9,9,9,18,9,9,9,2,BR3-ISB607,BR3
302,12010,BR3-ITX108,Pertvara,18.0,2,2,408.5,465.0,18,18,18,18,20,35,18,18,18,18,2,BR3-ITB108,BR3
303,12010,BR3-ISX209,Virðus,10.0,1,1,500.0,816.0,22,11,22,20,0,0,22,13,16,11,3,BR3-ISB209,BR3
304,12010,BR3-ISX206,Virðus,10.0,1,1,500.0,816.0,15,11,15,16,0,0,15,11,16,11,3,BR3-ISB206,BR3
305,12010,BR2-IKX301,Dugnas,12.0,2,2,800.0,369.0,24,20,24,24,0,0,24,20,0,0,4,BR2-IKB301,BR2
306,12010,BR2-IKX701,Nugarëlë,12.0,2,2,800.0,334.0,24,20,24,24,0,0,24,20,0,0,4,BR2-IKB701,BR2
307,12010,BR2-IKX702,Nugarëlë,12.0,2,2,800.0,334.0,24,20,24,24,0,0,24,20,0,0,4,BR2-IKB702,BR2
308,12010,BR3-ISX304,Kojûgalis,12.0,1,2,378.0,1284.0,24,12,24,12,12,12,24,12,12,12,2,BR3-ISB304,BR3
309,12010,BR3-ISX102,Ðonas,11.0,1,1,2002.0,180.0,28,12,28,16,16,35,28,12,16,12,3,BR3-ISB102,BR3
310,12010,BR2-IRX122-A,Universalus ðonas,14.0,1,1,566.0,258.0,22,20,22,21,21,21,22,21,21,21,2,BR2-IRB122-A,BR2
311,12010,BR3-ISX604,Apatinë jungiamoji juosta,9.0,1,1,1354.0,180.0,18,9,18,9,9,9,18,9,9,9,2,BR3-ISB604,BR3
312,12010,BR3-ITX107,Pertvara,14.0,2,2,970.0,278.0,20,14,20,20,0,0,20,14,0,0,3,BR3-ITB107,BR3
313,12010,BR3-ISX610,Apatinë jungiamoji juosta,9.0,1,1,1300.0,180.0,18,9,18,9,9,9,18,9,9,9,2,BR3-ISB610,BR3
314,12010,BR3-ISX613,Apatinë jungiamoji juosta,9.0,1,1,1454.0,180.0,18,9,18,9,9,9,18,9,9,9,2,BR3-ISB613,BR3
315,12010,BR3-ISX202,Galvûgalis,14.0,1,2,578.0,455.0,20,15,20,20,20,20,20,15,20,15,0,BR3-ISB202,BR3
316,12010,BR3-ISX203,Galvûgalis,14.0,1,2,670.0,455.0,20,15,20,20,20,20,20,15,20,15,0,BR3-ISB203,BR3
317,12010,BR3-ISX204,Galvûgalis,14.0,1,2,658.0,455.0,20,15,20,20,20,20,20,15,20,15,0,BR3-ISB204,BR3
318,12010,BR3-ISX302,Kojûgalis,12.0,1,2,378.0,1338.0,24,12,24,12,0,0,24,12,0,0,2,BR3-ISB302,BR3
319,12010,BR3-ISX303,Kojûgalis,12.0,1,2,378.0,1538.0,24,12,24,12,0,0,24,12,0,0,2,BR3-ISB303,BR3
320,12010,BR3-ISX904,Fasadas didelis,19.0,1,1,200.0,1290.0,32,20,32,17,17,35,32,17,17,17,2,BR3-ISB904,BR3
