NPC,Path,Width,Lenght,LiftPushSpeed,LiftRegularSpeed,RT1EntranceSpeed,RT1ExitSpeed,RT2EntranceSpeed,RT2ExitSpeed,EM1PushSpeed,EM1PushCycle,EM2PushSpeed,EM2PushCycle,Product,Chipboard,Position_0,Position_2,Position_3,Position_4,Position_5,BR_BR2,BR_BR3,Color_black,Color_chary,Color_none,Color_oack,Color_white,Parts_1,Parts_2
12.0,0,378.0,1438.0,24.0,12.0,24.0,12.0,12.0,12.0,24.0,12.0,12.0,12.0,BR3-ISW305,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
19.5,1,794.0,206.0,27.0,21.0,27.0,21.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKW902-A,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
18.0,1,794.0,206.0,27.0,21.0,27.0,21.0,21.0,27.0,27.0,21.0,21.0,18.0,BR2-IKW902-1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
14.0,0,800.0,334.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR3-IKW702-A,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
14.0,0,800.0,334.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR2-IKW702-A,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
18.0,0,800.0,334.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR3-IKW702,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
20.0,0,442.0,408.5,20.0,10.0,20.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,BR3-ITW404,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
20.0,0,335.0,408.5,20.0,10.0,20.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,BR3-ITW405,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
14.0,0,970.0,278.0,20.0,14.0,20.0,20.0,0.0,0.0,20.0,14.0,0.0,0.0,BR3-ITW107,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
18.0,0,544.0,159.0,21.0,18.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,20.0,BR3-IRW706-A,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
9.0,1,1354.0,180.0,18.0,9.0,18.0,9.0,9.0,9.0,18.0,9.0,9.0,9.0,BR3-ISW604,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
15.0,0,970.0,475.0,22.0,15.0,22.0,22.0,22.0,22.0,22.0,15.0,22.0,22.0,BR3-ITW703,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
10.0,1,500.0,816.0,22.0,11.0,22.0,20.0,0.0,0.0,22.0,13.0,16.0,11.0,BR3-ISW209,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
10.0,1,500.0,816.0,15.0,11.0,15.0,16.0,0.0,0.0,15.0,11.0,16.0,11.0,BR3-ISW206,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
12.0,0,800.0,369.0,24.0,20.0,24.0,24.0,0.0,0.0,24.0,20.0,0.0,0.0,BR2-IKW301,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
12.0,0,800.0,334.0,24.0,20.0,24.0,24.0,0.0,0.0,24.0,20.0,0.0,0.0,BR2-IKW701,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
12.0,0,800.0,334.0,24.0,20.0,24.0,24.0,0.0,0.0,24.0,20.0,0.0,0.0,BR2-IKW702,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
12.0,0,378.0,1284.0,24.0,12.0,24.0,12.0,12.0,12.0,24.0,12.0,12.0,12.0,BR3-ISW304,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
14.0,1,566.0,258.0,22.0,20.0,22.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,BR2-IRW122-A,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
11.0,1,1902.0,180.0,28.0,12.0,28.0,16.0,16.0,35.0,28.0,12.0,16.0,12.0,BR3-ISW103,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
16.0,1,520.0,378.0,24.0,16.0,24.0,24.0,24.0,24.0,24.0,16.0,24.0,24.0,BR3-ITW106-D,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
9.0,1,1554.0,180.0,18.0,9.0,18.0,9.0,9.0,9.0,18.0,9.0,9.0,9.0,BR3-ISW607,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
9.0,1,1300.0,180.0,18.0,9.0,18.0,9.0,9.0,9.0,18.0,9.0,9.0,9.0,BR3-ISW610,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
9.0,1,1454.0,180.0,18.0,9.0,18.0,9.0,9.0,9.0,18.0,9.0,9.0,9.0,BR3-ISW613,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
14.0,0,578.0,455.0,20.0,15.0,20.0,20.0,20.0,20.0,20.0,15.0,20.0,15.0,BR3-ISW202,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
14.0,0,670.0,455.0,20.0,15.0,20.0,20.0,20.0,20.0,20.0,15.0,20.0,15.0,BR3-ISW203,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
14.0,0,658.0,455.0,20.0,15.0,20.0,20.0,20.0,20.0,20.0,15.0,20.0,15.0,BR3-ISW204,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
12.0,0,378.0,1338.0,24.0,12.0,24.0,12.0,0.0,0.0,24.0,12.0,0.0,0.0,BR3-ISW302,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
12.0,0,378.0,1538.0,24.0,12.0,24.0,12.0,0.0,0.0,24.0,12.0,0.0,0.0,BR3-ISW303,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
11.0,1,2002.0,180.0,28.0,12.0,28.0,16.0,16.0,35.0,28.0,12.0,16.0,12.0,BR3-ISW102,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
12.0,1,900.0,440.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR3-IKB202,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
14.0,0,796.0,248.0,18.0,14.0,18.0,18.0,18.0,18.0,18.0,14.0,18.0,18.0,BR3-ITB101-K,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
13.0,0,1037.0,295.0,21.0,14.0,21.0,21.0,21.0,21.0,21.0,14.0,21.0,14.0,BR3-ITB302,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
14.0,0,686.0,295.0,24.0,18.0,22.0,27.0,25.0,32.0,22.0,18.0,27.0,18.0,BR3-ITB301,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
13.0,0,1092.0,295.0,18.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0,18.0,18.0,BR3-ITB104,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
14.0,0,741.0,295.0,18.0,14.0,18.0,18.0,18.0,18.0,18.0,14.0,18.0,18.0,BR3-ITB102,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
13.0,1,1157.0,345.0,22.0,13.0,22.0,22.0,22.0,22.0,22.0,13.0,22.0,13.0,BR3-ITB202,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
12.0,1,806.0,345.0,18.0,12.0,18.0,18.0,18.0,18.0,18.0,12.0,18.0,12.0,BR3-ITB201,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
18.0,1,460.0,320.0,11.0,14.0,11.0,18.0,12.0,18.0,19.0,12.0,18.0,12.0,BR3-IRB901,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,1,1718.0,440.0,27.0,12.0,27.0,18.0,18.0,27.0,27.0,12.0,18.0,12.0,BR3-IKB203,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
12.0,1,900.0,460.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR3-IKB204,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1,427.0,670.0,21.0,18.0,21.0,27.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKB105,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
19.5,1,794.0,210.0,27.0,21.0,27.0,21.0,21.0,27.0,27.0,21.0,21.0,18.0,BR2-IKB903,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
14.0,1,566.0,258.0,22.0,20.0,22.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,BR2-IRB122,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
14.0,1,240.0,305.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,15.0,18.0,15.0,BR3-IRB313,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10.0,1,1200.0,730.0,15.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0,18.0,10.0,BR3-IRB215,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
18.0,0,544.0,159.0,21.0,18.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,20.0,BR3-IRB706,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
12.0,0,566.0,423.0,18.0,13.0,18.0,20.0,13.0,13.0,18.0,13.0,20.0,13.0,BR3-IRB121,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.5,1,794.0,206.0,27.0,21.0,27.0,21.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKB902,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
12.0,0,566.0,423.0,15.0,13.0,18.0,20.0,13.0,13.0,18.0,13.0,20.0,13.0,BR3-IRB121-A,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
14.0,1,970.0,247.0,21.0,14.0,21.0,21.0,21.0,3.0,21.0,14.0,21.0,14.0,BR3-ITB105-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
14.0,1,970.0,247.0,21.0,14.0,21.0,21.0,21.0,3.0,21.0,14.0,21.0,14.0,BR3-ITB105-D,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,0,408.5,1710.0,25.0,11.0,25.0,25.0,25.0,25.0,25.0,11.0,25.0,11.0,BR3-ITB303,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
9.0,1,1830.0,475.0,26.0,11.0,26.0,26.0,26.0,26.0,26.0,0.0,26.0,11.0,BR3-ITB204,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,1,1830.0,328.0,26.0,11.0,26.0,26.0,26.0,26.0,26.0,11.0,26.0,11.0,BR3-ITB203,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
18.0,1,794.0,206.0,27.0,21.0,27.0,21.0,21.0,27.0,27.0,21.0,21.0,18.0,BR2-IKB903-1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
12.0,0,800.0,334.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR2-IKB701-A,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
14.0,0,796.0,248.0,18.0,14.0,18.0,18.0,18.0,18.0,18.0,14.0,18.0,18.0,BR3-ITB101-D,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
17.0,1,374.0,1002.0,21.0,18.0,27.0,27.0,27.0,27.0,27.0,12.0,27.0,21.0,BR3-IKB103-D-A,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
9.0,1,1147.0,248.0,18.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0,18.0,18.0,BR3-ITB103-K,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,0,566.0,423.0,18.0,13.0,18.0,20.0,20.0,13.0,18.0,13.0,20.0,13.0,BR3-IRB120-D-A,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
12.0,0,566.0,423.0,18.0,13.0,18.0,20.0,13.0,15.0,18.0,13.0,20.0,13.0,BR3-IRB120-K-A,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
12.0,0,900.0,520.0,22.0,15.0,21.0,21.0,21.0,21.0,21.0,15.0,21.0,21.0,BR3-IRB214-A,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,0,688.0,394.0,21.0,18.0,21.0,27.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKB106-D,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
17.0,0,688.0,394.0,21.0,18.0,21.0,27.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKB106-K,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
17.0,0,688.0,394.0,21.0,18.0,21.0,27.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKB106-D-A,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
17.0,0,688.0,394.0,21.0,18.0,21.0,27.0,21.0,30.0,27.0,21.0,21.0,21.0,BR2-IKB106-K-A,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
12.0,0,900.0,520.0,22.0,15.0,21.0,21.0,21.0,21.0,21.0,15.0,21.0,21.0,BR3-IRB214,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1,374.0,1002.0,21.0,18.0,27.0,27.0,27.0,27.0,27.0,12.0,27.0,21.0,BR3-IKB103-K-A,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
16.0,0,801.0,519.0,23.0,18.0,23.0,23.0,18.0,27.0,23.0,18.0,23.0,18.0,BR3-IRB402,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
12.0,0,566.0,423.0,18.0,13.0,18.0,20.0,20.0,13.0,18.0,13.0,20.0,13.0,BR3-IRB120-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,0,724.0,264.0,18.0,16.0,18.0,18.0,18.0,18.0,22.0,18.0,18.0,18.0,BR3-IRB118-D,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
17.0,0,724.0,264.0,18.0,16.0,18.0,18.0,18.0,18.0,22.0,18.0,18.0,18.0,BR3-IRB118-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1,500.0,264.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,BR3-IRB116-D,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1,500.0,264.0,18.0,16.0,18.0,18.0,22.0,18.0,18.0,18.0,22.0,12.0,BR3-IRB116-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
16.0,1,1080.0,312.0,26.0,20.0,26.0,17.0,18.0,18.0,27.0,17.0,21.0,18.0,BR3-IRB311,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,0,800.0,475.0,18.0,12.0,18.0,20.0,13.0,13.0,18.0,13.0,20.0,13.0,BR3-IRB213,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
19.0,0,669.0,308.0,24.0,20.0,24.0,20.0,18.0,18.0,24.0,20.0,18.0,18.0,BR3-IRB119,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
11.0,0,1697.0,396.0,26.0,11.0,26.0,26.0,12.0,18.0,26.0,12.0,26.0,12.0,BR2-IRB903,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
18.0,0,600.0,200.0,20.0,20.0,18.0,20.0,18.0,18.0,18.0,18.0,18.0,18.0,BR3-IRB902,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
18.0,0,382.0,519.0,18.0,18.0,19.0,18.0,19.0,19.0,18.0,19.0,18.0,19.0,BR3-IRB403,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,0,1200.0,505.0,26.0,20.0,26.0,23.0,18.0,22.0,26.0,15.0,23.0,18.0,BR3-IRB305,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,1,1310.0,571.0,26.0,20.0,26.0,18.0,18.0,18.0,22.0,12.0,18.0,12.0,BR3-IRB205,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
16.0,0,674.0,200.0,21.0,16.0,21.0,16.0,18.0,18.0,22.0,16.0,18.0,18.0,BR3-IRB907,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,1,900.0,440.0,23.0,12.0,23.0,18.0,18.0,23.0,23.0,12.0,18.0,12.0,BR3-IKB202-A,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1,374.0,1002.0,21.0,18.0,27.0,27.0,27.0,27.0,27.0,12.0,27.0,21.0,BR2-IKB103-D-A,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
17.0,1,374.0,1002.0,21.0,18.0,27.0,27.0,27.0,27.0,27.0,12.0,27.0,21.0,BR2-IKB103-K-A,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
9.0,1,1147.0,248.0,18.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0,18.0,18.0,BR3-ITB103-D,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,1,506.0,475.0,11.0,14.0,11.0,18.0,18.0,20.0,20.0,12.0,18.0,20.0,BR3-IRB206,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
8.0,1,806.0,780.0,18.0,8.0,18.0,18.0,9.0,9.0,18.0,9.0,18.0,9.0,BR3-IRB114-D,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
18.0,0,408.5,465.0,18.0,18.0,18.0,18.0,20.0,35.0,18.0,18.0,18.0,18.0,BR3-ITB108,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
20.0,0,679.0,285.0,25.0,20.0,25.0,21.0,21.0,21.0,25.0,21.0,21.0,21.0,BR3-IRB408,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
13.0,1,952.0,231.0,22.0,15.0,22.0,22.0,22.0,22.0,22.0,15.0,22.0,22.0,BR3-IRB115-D,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
13.0,1,952.0,231.0,22.0,15.0,22.0,22.0,22.0,22.0,22.0,15.0,22.0,22.0,BR3-IRB115-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
12.0,1,800.0,475.0,18.0,12.0,18.0,20.0,13.0,13.0,18.0,13.0,20.0,13.0,BR3-IRB212,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
16.0,0,800.0,326.0,20.0,18.0,20.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,BR3-IRB211,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
17.0,0,684.0,336.0,21.0,16.0,21.0,18.0,18.0,18.0,21.0,18.0,18.0,18.0,BR3-IRB912,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
18.0,0,445.0,308.0,27.0,16.0,27.0,18.0,18.0,18.0,27.0,16.0,18.0,18.0,BR3-IRB117,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
8.0,1,806.0,780.0,18.0,8.0,18.0,18.0,9.0,9.0,18.0,9.0,18.0,9.0,BR3-IRB114-K,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
12.0,0,566.0,423.0,18.0,13.0,18.0,20.0,13.0,15.0,18.0,13.0,20.0,13.0,BR3-IRB120-D,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
17.0,1,680.0,412.0,18.0,14.0,18.0,21.0,18.0,18.0,18.0,14.0,21.0,14.0,BR3-IRB310,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
12.0,0,800.0,475.0,17.0,13.0,17.0,20.0,13.0,13.0,17.0,13.0,20.0,13.0,BR3-IRB210,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
20.0,1,549.0,285.0,22.0,20.0,22.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,BR3-IRB406,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
20.0,1,550.0,285.0,21.0,13.0,21.0,21.0,14.0,14.0,21.0,14.0,21.0,14.0,BR3-IRB405,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
8.0,1,1775.5,231.0,20.0,9.0,20.0,18.0,18.0,18.0,20.0,9.0,18.0,9.0,BR3-IRB113-K,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
8.0,1,1775.5,231.0,20.0,9.0,20.0,18.0,18.0,18.0,20.0,9.0,18.0,9.0,BR3-IRB113-D,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
13.0,1,550.0,276.0,18.0,13.0,18.0,21.0,18.0,18.0,18.0,14.0,21.0,14.0,BR3-IRB309,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
12.0,0,670.0,328.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,BR3-IRB209,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,0,679.0,408.0,25.0,21.0,25.0,32.0,21.0,21.0,25.0,21.0,32.0,21.0,BR3-IRB407,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
18.0,0,364.0,329.0,18.0,18.0,19.0,18.0,19.0,19.0,18.0,19.0,18.0,19.0,BR3-ISB301,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
16.0,1,200.0,600.0,19.0,20.0,19.0,17.0,17.0,20.0,19.0,17.0,17.0,17.0,BR3-ISB903,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
12.0,1,477.0,783.0,18.0,13.0,18.0,20.0,20.0,13.0,18.0,13.0,20.0,13.0,BR3-ISB108-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10.0,1,603.0,1196.0,19.0,14.0,19.0,16.0,20.0,26.0,19.0,11.0,16.0,11.0,BR3-ISB205,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,0,529.0,364.0,18.0,22.0,18.0,18.0,0.0,0.0,18.0,12.0,0.0,0.0,BR3-ISB403,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,1,580.0,1879.0,18.0,22.0,18.0,18.0,0.0,0.0,18.0,12.0,0.0,0.0,BR3-ISB107,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,1,580.0,1879.0,29.0,22.0,29.0,18.0,0.0,0.0,29.0,12.0,18.0,12.0,BR3-ISB106-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,0,529.0,764.0,18.0,22.0,18.0,18.0,0.0,0.0,18.0,12.0,0.0,0.0,BR3-ISB402,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10.0,1,500.0,816.0,22.0,11.0,22.0,20.0,0.0,0.0,22.0,13.0,16.0,11.0,BR3-ISB208,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10.0,1,603.0,1196.0,22.0,11.0,22.0,20.0,0.0,0.0,22.0,13.0,16.0,11.0,BR3-ISB207,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
12.0,1,477.0,1008.0,18.0,13.0,18.0,20.0,20.0,13.0,18.0,13.0,20.0,13.0,BR3-ISB109-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
18.0,0,364.0,349.0,18.0,18.0,19.0,18.0,19.0,19.0,18.0,19.0,18.0,19.0,BR3-ISB401,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
14.0,0,529.0,375.0,18.0,14.0,18.0,18.0,18.0,18.0,18.0,14.0,18.0,18.0,BR3-ISB101-D,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
14.0,0,529.0,375.0,18.0,14.0,18.0,18.0,18.0,18.0,18.0,14.0,18.0,18.0,BR3-ISB101-K,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
16.0,0,416.0,403.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,BR3-ISB201,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
19.0,1,160.0,1288.0,19.0,15.0,28.0,19.0,0.0,0.0,28.0,19.0,0.0,0.0,BR3-ISB703,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
19.0,1,160.0,598.0,19.0,15.0,28.0,19.0,0.0,0.0,28.0,19.0,0.0,0.0,BR3-ISB702,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
19.0,0,160.0,1388.0,19.0,15.0,28.0,19.0,19.0,19.0,28.0,19.0,19.0,19.0,BR3-ISB701,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
16.0,1,520.0,378.0,24.0,16.0,24.0,24.0,24.0,24.0,24.0,16.0,24.0,24.0,BR3-ITB106-K,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,1,580.0,1879.0,29.0,22.0,29.0,18.0,0.0,0.0,29.0,12.0,18.0,12.0,BR3-ISB106-D,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
17.0,1,374.0,1002.0,21.0,18.0,27.0,27.0,27.0,27.0,27.0,12.0,27.0,21.0,BR2-IKB103-D-A,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
11.0,0,531.0,1144.0,20.0,12.0,20.0,18.0,0.0,0.0,18.0,12.0,0.0,0.0,BR3-ISB306,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11.0,0,1697.0,396.0,26.0,11.0,26.0,26.0,12.0,18.0,26.0,12.0,26.0,12.0,BR3-IRB903,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
20.0,1,240.0,305.0,18.0,16.0,20.0,20.0,0.0,0.0,20.0,14.0,0.0,0.0,BR3-IRB412-A,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
